Ticker,銘柄名
6246,S: テクノスマート
6247,P: 日阪製作所
6248,S: 横田製作所
6249,S: ゲームカード・ジョイコホールディングス
6250,P: やまびこ
6254,P: 野村マイクロ・サイエンス
6255,G: エヌ・ピー・シー
6257,S: 藤商事
6258,P: 平田機工
6262,P: PEGASUS
6264,P: マルマエ
6265,S: コンバム
6266,P: タツモ
6267,S: ゼネラルパッカー
6268,P: ナブテスコ
6269,P: 三井海洋開発
6272,P: レオン自動機
6273,P: SMC
6276,S: シリウスビジョン
6277,P: ホソカワミクロン
6278,P: ユニオンツール
6279,P: 瑞光
6282,P: オイレス工業
6284,P: 日精エー・エス・ビー機械
6286,S: 靜甲
6287,P: サトーホールディングス
6289,P: 技研製作所
6291,S: 日本エアーテック
6292,S: カワタ
6293,P: 日精樹脂工業
6294,P: オカダアイヨン
6297,S: 鉱研工業
6298,P: ワイエイシイホールディングス
6301,P: 小松製作所
6302,P: 住友重機械工業
6305,P: 日立建機
6306,P: 日工
6307,S: サンセイ
6309,P: 巴工業
6310,P: 井関農機
6312,S: フロイント産業
6315,P: TOWA
6316,S: 丸山製作所
6317,S: 北川鉄工所
6319,S: シンニッタン
6322,S: タクミナ
6323,P: ローツェ
6324,S: ハーモニック・ドライブ・システムズ
6325,S: タカキタ
6326,P: クボタ
6327,S: 北川精機
6328,P: 荏原実業
6330,P: 東洋エンジニアリング
6331,P: 三菱化工機
6332,P: 月島ホールディングス
6333,P: 帝国電機製作所
6334,S: 明治機械
6335,S: 東京機械製作所
6336,S: 石井表記
6337,S: テセック
6338,S: タカトリ
6339,P: 新東工業
6340,P: 澁谷工業
6342,S: 太平製作所
6343,S: フリージア・マクロス
6345,P: アイチ コーポレーション
6346,S: キクカワエンタープライズ
6347,S: プラコー
6349,P: 小森コーポレーション
6351,P: 鶴見製作所
6356,S: 日本ギア工業
6357,S: 三精テクノロジーズ
6358,P: 酒井重工業
6360,S: 東京自働機械製作所
6361,P: 荏原製作所
6363,P: 酉島製作所
6364,P: 北越工業
6365,S: 電業社機械製作所
6366,S: 千代田化工建設
6367,P: ダイキン工業
6368,P: オルガノ
6369,P: トーヨーカネツ
6370,P: 栗田工業
6371,P: 椿本チエイン
6373,S: 大同工業
6376,P: 日機装
6378,S: 木村化工機
6379,P: レイズネクスト
6380,S: オリエンタルチエン工業
6381,P: アネスト岩田
6382,S: トリニティ工業
6383,P: ダイフク
6384,S: 昭和真空
6387,P: サムコ
6390,P: 加藤製作所
6391,S: 加地テック
6392,S: ヤマダコーポレーション
6393,S: 油研工業
6395,P: タダノ
6396,S: 宇野澤組鐵工所
6400,S: 不二精機
6402,S: 兼松エンジニアリング
6403,S: 水道機工
6405,S: 鈴茂器工
6406,P: フジテック
6407,P: CKD
6408,S: 小倉クラッチ
6411,S: 中野冷機
6412,P: 平和
6413,P: 理想科学工業
6416,S: 桂川電機
6417,P: SANKYO
6418,P: 日本金銭機械
6419,P: マースグループホールディングス
6420,P: フクシマガリレイ
6424,S: 高見沢サイバネティックス
6425,S: ユニバーサルエンターテインメント
6428,S: オーイズミ
6430,P: ダイコク電機
6432,P: 竹内製作所
6433,S: ヒーハイスト
6436,P: アマノ
6440,P: JUKI
6444,S: サンデン
6445,P: ジャノメ
6448,P: ブラザー工業
6454,P: マックス
6455,P: モリタホールディングス
6457,P: グローリー
6458,P: 新晃工業
6459,P: 大和冷機工業
6460,P: セガサミーホールディングス
6463,P: TPR
6464,P: ツバキ・ナカシマ
6465,P: ホシザキ
6466,S: TVE
6467,S: ニチダイ
6469,S: 放電精密加工研究所
6470,S: 大豊工業
6471,P: 日本精工
6472,P: NTN
6473,P: ジェイテクト
6474,P: 不二越
6479,P: ミネベアミツミ
6480,P: 日本トムソン
6481,P: THK
6482,S: ユーシン精機
6484,S: KVK
6485,S: 前澤給装工業
6486,P: イーグル工業
6488,S: ヨシタケ
6489,S: 前澤工業
6490,P: PILLAR
6492,S: 岡野バルブ製造
6493,S: NITTAN
6494,S: NFKホールディングス
6495,S: 宮入バルブ製作所
6496,S: 中北製作所
6497,S: ハマイ
6498,P: キッツ
6501,P: 日立製作所
6503,P: 三菱電機
6504,P: 富士電機
6505,S: 東洋電機製造
6506,P: 安川電機
6507,P: シンフォニアテクノロジー
6508,P: 明電舎
6513,S: オリジン
6516,P: 山洋電気
6517,P: デンヨー
6518,S: 三相電機
6521,G: オキサイド
6522,G: アスタリスク
6523,P: PHCホールディングス
6524,S: 湖北工業
6525,P: KOKUSAI ELECTRIC
6526,P: ソシオネクスト
6532,P: ベイカレント
6533,P: Orchestra Holdings
6535,P: アイモバイル
6537,G: WASHハウス
6538,S: ディスラプターズ
6539,P: MS-Japan
6540,S: 船場
6542,S: FCホールディングス
6543,S: 日宣
6544,P: ジャパンエレベーターサービスホールディングス
6545,G: インターネットインフィニティー
6546,S: フルテック
6547,S: グリーンズ
6548,G: 旅工房
6549,S: ディーエムソリューションズ
6550,G: Unipos
6551,S: ツナググループ・ホールディングス
6552,S: GameWith
6554,G: エスユーエス
6555,S: MS＆Consulting
6557,G: AIAIグループ
6558,G: クックビズ
6560,P: エル・ティー・エス
6561,G: HANATOUR JAPAN
6562,G: ジーニー
6563,G: みらいワークス
6564,P: ミダックホールディングス
6565,S: ABホテル
6566,S: 要興業
6568,G: 神戸天然物化学
6570,S: 共和コーポレーション
6571,P: キュービーネットホールディングス
6572,P: オープングループ
6573,G: アジャイルメディア・ネットワーク
6574,G: コンヴァノ
6577,G: ベストワンドットコム
6578,S: コレックホールディングス
6579,G: ログリー
6580,G: ライトアップ
6584,P: 三櫻工業
6586,P: マキタ
6588,P: 東芝テック
6590,P: 芝浦メカトロニクス
6592,P: マブチモーター
6594,P: ニデック
6597,G: HPCシステムズ
6599,S: エブレン
6612,G: バルミューダ
6613,G: QDレーザ
6614,S: シキノハイテック
6615,P: ユー・エム・シー・エレクトロニクス
6616,P: トレックス・セミコンダクター
6617,P: 東光高岳
6619,P: ダブル・スコープ
6620,P: 宮越ホールディングス
6622,P: ダイヘン
6625,S: JALCOホールディングス
6626,S: SEMITEC
6627,S: テラプローブ
6629,S: テクノホライゾン
6630,P: ヤーマン
6632,P: JVCケンウッド
6633,S: C＆Gシステムズ
6634,S: ネクスグループ
6635,S: 大日光・エンジニアリング
6637,S: 寺崎電気産業
6638,P: ミマキエンジニアリング
6640,P: I-PEX
6643,S: 戸上電機製作所
6644,P: 大崎電気工業
6645,P: オムロン
6647,S: 森尾電機
6648,S: かわでん
6651,P: 日東工業
6652,P: IDEC
6653,P: 正興電機製作所
6654,S: 不二電機工業
6656,S: インスペック
6658,S: シライ電子工業
6659,S: メディアリンクス
6662,S: ユビテック
6663,S: 太洋テクノレックス
6664,S: オプトエレクトロニクス
6666,S: リバーエレテック
6668,S: アドテック プラズマ テクノロジー
6670,S: MCJ
6674,P: ジーエス・ユアサ コーポレーション
6675,S: サクサ
6676,S: メルコホールディングス
6677,S: エスケーエレクトロニクス
6678,S: テクノメディカ
6694,S: ズーム
6696,G: トラース・オン・プロダクト
6699,P: ダイヤモンドエレクトリックホールディングス
6701,P: 日本電気
6702,P: 富士通
6703,P: 沖電気工業
6706,P: 電気興業
6707,P: サンケン電気
6715,S: ナカヨ
6718,P: アイホン
6721,S: ウインテスト
6723,P: ルネサスエレクトロニクス
6724,P: セイコーエプソン
6727,P: ワコム
6728,P: アルバック
6730,S: アクセル
6731,S: ピクセラ
6734,S: ニューテック
6736,S: サン電子
6737,P: EIZO
6740,P: ジャパンディスプレイ
6741,P: 日本信号
6742,P: 京三製作所
6743,S: 大同信号
6744,P: 能美防災
6745,P: ホーチキ
6748,S: 星和電機
6750,P: エレコム
6752,P: パナソニック ホールディングス
6753,P: シャープ
6754,P: アンリツ
6755,P: 富士通ゼネラル
6757,S: OSGコーポレーション
6758,P: ソニーグループ
6762,P: TDK
6763,P: 帝国通信工業
6768,P: タムラ製作所
6769,S: ザインエレクトロニクス
6770,P: アルプスアルパイン
6771,S: 池上通信機
6772,S: 東京コスモス電機
6775,S: TBグループ
6776,S: 天昇電気工業
6777,S: santec Holdings
6778,S: アルチザネットワークス
6779,P: 日本電波工業
6785,P: 鈴木
6786,S: RVH
6787,P: メイコー
6788,P: 日本トリム
6794,P: フォスター電機
6797,S: 名古屋電機工業
6798,P: SMK
6800,P: ヨコオ
6803,S: ティアック
6804,P: ホシデン
6806,P: ヒロセ電機
6807,P: 日本航空電子工業
6809,P: TOA
6810,P: マクセル
6814,P: 古野電気
6817,P: スミダコーポレーション
6819,S: 伊豆シャボテンリゾート
6820,P: アイコム
6822,S: 大井電気
6823,P: リオン
6824,S: 新コスモス電機
6832,S: アオイ電子
6834,S: 精工技研
6835,S: アライドテレシスホールディングス
6836,S: ぷらっとホーム
6837,S: 京写
6838,S: 多摩川ホールディングス
6840,S: AKIBAホールディングス
6841,P: 横河電機
6844,P: 新電元工業
6845,P: アズビル
6848,S: 東亜ディーケーケー
6849,P: 日本光電工業
6850,P: チノー
6853,S: 共和電業
6855,S: 日本電子材料
6856,P: 堀場製作所
6857,P: アドバンテスト
6858,S: 小野測器
6859,P: エスペック
6861,P: キーエンス
6862,S: ミナトホールディングス
6863,S: ニレコ
6864,S: エヌエフホールディングス
6866,P: 日置電機
6867,S: リーダー電子
6869,P: シスメックス
6870,S: 日本フェンオール
6871,P: 日本マイクロニクス
6874,S: 協立電機
6875,P: メガチップス
6877,S: OBARA GROUP
6879,P: IMAGICA GROUP
6882,S: 三社電機製作所
6888,S: アクモス
6890,S: フェローテックホールディングス
6894,S: パルステック工業
6897,S: ツインバード
6898,S: トミタ電機
6899,S: ASTI
6901,S: 澤藤電機
6902,P: デンソー
6904,S: 原田工業
6905,P: コーセル
6907,S: ジオマテック
6908,P: イリソ電子工業
6912,S: 菊水ホールディングス
6914,P: オプテックスグループ
6915,S: 千代田インテグレ
6918,S: アバールデータ
6919,S: ケル
6920,P: レーザーテック
6923,P: スタンレー電気
6925,P: ウシオ電機
6926,S: 岡谷電機産業
6927,S: ヘリオス テクノ ホールディング
6928,P: エノモト
6929,P: 日本セラミック
6930,S: 日本アンテナ
6932,S: 遠藤照明
6937,P: 古河電池
6941,P: 山一電機
6942,S: ソフィアホールディングス
6943,S: NKKスイッチズ
6946,S: 日本アビオニクス
6947,P: 図研
6951,P: 日本電子
6952,P: カシオ計算機
6954,P: ファナック
6955,S: FDK
6957,S: 芝浦電子
6958,P: 日本シイエムケイ
6960,S: フクダ電子
6961,P: エンプラス
6962,P: 大真空
6963,P: ローム
6964,S: サンコー
6965,P: 浜松ホトニクス
6966,P: 三井ハイテック
6967,P: 新光電気工業
6969,S: 松尾電機
6971,P: 京セラ
6973,S: 協栄産業
6976,P: 太陽誘電
6977,S: 日本抵抗器製作所
6981,P: 村田製作所
6982,S: リード
6986,P: 双葉電子工業
6988,P: 日東電工
6989,S: 北陸電気工業
6993,S: 大黒屋ホールディングス
6994,S: 指月電機製作所
6995,P: 東海理化電機製作所
6996,P: ニチコン
6997,P: 日本ケミコン
6998,S: 日本タングステン
6999,P: KOA
7003,P: 三井E＆S
7004,P: カナデビア
7011,P: 三菱重工業
7012,P: 川崎重工業
7013,P: IHI
7014,S: 名村造船所
7018,S: 内海造船
7021,S: ニッチツ
7022,S: サノヤスホールディングス
7030,S: スプリックス
7031,G: インバウンドテック
7033,P: マネジメントソリューションズ
7034,P: プロレド・パートナーズ
7035,S: and factory
7036,G: イーエムネットジャパン
7037,S: テノ.ホールディングス
7038,P: フロンティア・マネジメント
7039,G: ブリッジインターナショナル
7040,S: サン・ライフホールディング
7041,G: CRGホールディングス
7042,S: アクセスグループ・ホールディングス
7043,G: アルー
7044,S: ピアラ
7046,G: TDSE
7047,G: ポート
7048,G: ベルトラ
7049,G: 識学
7050,G: フロンティアインターナショナル
7057,S: エヌ・シー・エヌ
7058,S: 共栄セキュリティーサービス
7059,P: コプロ・ホールディングス
7060,S: ギークス
7061,G: 日本ホスピスホールディングス
7062,G: フレアス
7063,G: Birdman
7064,G: ハウテレビジョン
7065,S: ユーピーアール
7066,G: ピアズ
7067,G: ブランディングテクノロジー
7068,G: フィードフォースグループ
7069,G: サイバー・バズ
7071,P: アンビスホールディングス
7072,G: インティメート・マージャー
7073,G: ジェイック
7074,G: トゥエンティーフォーセブン
7075,G: QLSホールディングス
7077,G: ALiNKインターネット
7078,G: INCLUSIVE
7079,G: WDBココ
7080,G: スポーツフィールド
7081,S: コーユーレンティア
7082,G: ジモティー
7083,G: AHCグループ
7084,G: Smile Holdings
7085,P: カーブスホールディングス
7087,S: ウイルテック
7088,P: フォーラムエンジニアリング
7089,G: フォースタートアップス
7090,G: リグア
7091,G: リビングプラットフォーム
7092,P: Fast Fitness Japan
7093,G: アディッシュ
7094,G: NexTone
7095,P: Macbee Planet
7096,G: ステムセル研究所
7097,G: さくらさくプラス
7102,P: 日本車輌製造
7105,S: 三菱ロジスネクスト
7110,G: クラシコム
7111,S: INEST
7112,G: キューブ
7114,G: フーディソン
7115,S: アルファパーチェス
7116,S: ダイワ通信
7119,G: ハルメクホールディングス
7120,S: SHINKO
7122,S: 近畿車輛
7126,S: グローバルスタイル
7127,S: 一家ホールディングス
7128,P: フルサト・マルカホールディングス
7129,S: ミアヘルサホールディングス
7130,P: ヤマエグループホールディングス
7131,S: のむら産業
7133,G: HYUGA PRIMARY CARE
7134,S: アップガレージグループ
7135,S: ジャパンクラフトホールディングス
7138,G: TORICO
7140,G: ペットゴー
7148,P: FPG
7150,S: 島根銀行
7157,G: ライフネット生命保険
7161,S: じもとホールディングス
7162,S: アストマックス
7163,S: 住信SBIネット銀行
7164,P: 全国保証
7167,P: めぶきフィナンシャルグループ
7172,P: ジャパンインベストメントアドバイザー
7173,P: 東京きらぼしフィナンシャルグループ
7175,S: 今村証券
7177,S: GMOフィナンシャルホールディングス
7180,P: 九州フィナンシャルグループ
7181,P: かんぽ生命保険
7182,P: ゆうちょ銀行
7183,S: あんしん保証
7184,P: 富山第一銀行
7185,S: ヒロセ通商
7186,P: コンコルディア・フィナンシャルグループ
7187,P: ジェイリース
7189,P: 西日本フィナンシャルホールディングス
7191,S: イントラスト
7192,S: 日本モーゲージサービス
7196,S: Casa
7198,P: SBIアルヒ
7199,P: プレミアグループ
7201,P: 日産自動車
7202,P: いすゞ自動車
7203,P: トヨタ自動車
7205,P: 日野自動車
7208,S: カネミツ
7211,P: 三菱自動車工業
7212,S: エフテック
7213,S: レシップホールディングス
7214,S: GMB
7215,S: ファルテック
7217,S: テイン
7218,S: 田中精密工業
7219,S: エッチ・ケー・エス
7220,P: 武蔵精密工業
7222,S: 日産車体
7224,P: 新明和工業
7226,P: 極東開発工業
7228,S: デイトナ
7229,S: ユタカ技研
7231,P: トピー工業
7235,S: 東京ラヂエーター製造
7236,P: ティラド
7238,P: 曙ブレーキ工業
7239,P: タチエス
7240,P: NOK
7241,P: フタバ産業
7242,P: カヤバ
7244,P: 市光工業
7245,P: 大同メタル工業
7246,P: プレス工業
7247,S: ミクニ
7250,P: 太平洋工業
7254,S: ユニバンス
7255,S: 桜井製作所
7256,S: 河西工業
7259,P: アイシン
7261,P: マツダ
7264,S: ムロコーポレーション
7265,S: エイケン工業
7266,S: 今仙電機製作所
7267,P: 本田技研工業
7268,S: タツミ
7269,P: スズキ
7270,P: SUBARU
7271,S: 安永
7272,P: ヤマハ発動機
7273,S: イクヨ
7276,P: 小糸製作所
7277,S: TBK
7278,P: エクセディ
7279,S: ハイレックスコーポレーション
7280,P: ミツバ
7282,P: 豊田合成
7283,P: 愛三工業
7284,S: 盟和産業
7287,S: 日本精機
7291,S: 日本プラスト
7292,S: 村上開明堂
7294,P: ヨロズ
7296,P: エフ・シー・シー
7297,S: カーメイト
7299,S: フジオーゼックス
7305,S: 新家工業
7309,P: シマノ
7313,P: テイ・エス テック
7314,S: 小田原機器
7317,G: 松屋アールアンドディ
7318,G: セレンディップ・ホールディングス
7320,G: Solvvy
7322,P: 三十三フィナンシャルグループ
7325,G: アイリックコーポレーション
7326,G: SBIインシュアランスグループ
7327,P: 第四北越フィナンシャルグループ
7337,P: ひろぎんホールディングス
7342,G: ウェルスナビ
7343,G: ブロードマインド
7345,G: アイ・パートナーズフィナンシャル
7347,P: マーキュリアホールディングス
7350,P: おきなわフィナンシャルグループ
7351,G: グッドパッチ
7352,G: TWOSTONE＆Sons
7353,G: KIYOラーニング
7354,P: ダイレクトマーケティングミックス
7356,G: Retty
7357,S: ジオコード
7358,S: ポピンズ
7359,G: 東京通信グループ
7360,G: オンデック
7361,G: ヒューマンクリエイションホールディングス
7362,G: T.S.I
7363,G: ベビーカレンダー
7366,P: LITALICO
7367,S: セルム
7368,S: 表示灯
7369,G: メイホーホールディングス
7370,G: Enjin
7371,G: Zenken
7372,G: デコルテ・ホールディングス
7373,G: アイドマ・ホールディングス
7374,G: コンフィデンス・インターワークス
7375,G: リファインバースグループ
7376,G: BCC
7377,S: DNホールディングス
7378,G: アシロ
7379,G: サーキュレーション
7380,P: 十六フィナンシャルグループ
7381,P: 北國フィナンシャルホールディングス
7383,P: ネットプロテクションズホールディングス
7384,P: プロクレアホールディングス
7386,G: ジャパンワランティサポート
7388,P: FPパートナー
7389,P: あいちフィナンシャルグループ
7399,S: ナンシン
7408,P: ジャムコ
7409,G: AeroEdge
7412,S: アトム
7413,S: 創健社
7414,P: 小野建
7416,S: はるやまホールディングス
7417,S: 南陽
7419,P: ノジマ
7420,P: 佐鳥電機
7421,P: カッパ・クリエイト
7422,S: 東邦レマック
7425,S: 初穂商事
7426,S: 山大
7427,S: エコートレーディング
7433,P: 伯東
7434,S: オータケ
7435,S: ナ・デックス
7438,P: コンドーテック
7442,S: 中山福
7443,S: 横浜魚類
7444,S: ハリマ共和物産
7445,S: ライトオン
7446,S: 東北化学薬品
7447,P: ナガイレーベン
7450,S: サンデー
7451,S: 三菱食品
7453,P: 良品計画
7455,S: パリミキホールディングス
7456,P: 松田産業
7458,P: 第一興商
7459,P: メディパルホールディングス
7460,S: ヤギ
7461,S: キムラ
7462,S: CAPITA
7463,S: アドヴァングループ
7464,S: セフテック
7466,P: SPK
7467,P: 萩原電気ホールディングス
7472,S: 鳥羽洋行
7475,P: アルビス
7476,P: アズワン
7477,S: ムラキ
7480,S: スズデン
7481,S: 尾家産業
7482,P: シモジマ
7483,P: ドウシシャ
7486,S: サンリン
7487,S: 小津産業
7490,S: 日新商事
7494,S: コナカ
7500,S: 西川計測
7501,S: ティムコ
7502,S: プラザホールディングス
7504,P: 高速
7505,S: 扶桑電通
7506,S: ハウス オブ ローゼ
7508,P: G‐7ホールディングス
7509,S: アイエーグループ
7510,P: たけびし
7512,S: イオン北海道
7513,P: コジマ
7514,S: ヒマラヤ
7515,S: マルヨシセンター
7516,P: コーナン商事
7518,P: ネットワンシステムズ
7520,P: エコス
7521,S: ムサシ
7522,P: ワタミ
7523,S: アールビバン
7524,S: マルシェ
7525,P: リックス
7527,S: システムソフト
7531,S: 清和中央ホールディングス
7532,P: パン・パシフィック・インターナショナルホールディングス
7537,P: 丸文
7538,S: 大水
7539,S: アイナボホールディングス
7544,S: スリーエフ
7545,P: 西松屋チェーン
7550,P: ゼンショーホールディングス
7551,S: ウェッズ
7552,P: ハピネット
7554,P: 幸楽苑
7555,S: 大田花き
7559,S: ジーエフシー
7561,S: ハークスレイ
7562,S: 安楽亭
7564,S: ワークマン
7565,S: 萬世電機
7567,S: 栄電子
7570,S: 橋本総業ホールディングス
7571,S: ヤマノホールディングス
7575,P: 日本ライフライン
7578,S: ニチリョク
7581,P: サイゼリヤ
7585,S: かんなん丸
7590,S: タカショー
7593,P: VTホールディングス
7595,P: アルゴグラフィックス
7596,P: 魚力
7599,P: IDOM
7600,P: 日本エム・ディ・エム
7601,S: ポプラ
7602,S: レダックス
7603,S: マックハウス
7604,S: 梅の花
7605,P: フジ・コーポレーション
7606,P: ユナイテッドアローズ
7607,P: 進和
7608,S: エスケイジャパン
7609,P: ダイトロン
7610,S: テイツー
7611,P: ハイデイ日高
7613,P: シークス
7614,S: オーエムツーネットワーク
7615,S: 京都きもの友禅ホールディングス
7616,P: コロワイド
7619,S: 田中商事
7621,S: うかい
7623,S: サンオータス
7624,S: NaITO
7625,S: グローバルダイニング
7628,P: オーハシテクニカ
7630,P: 壱番屋
7634,S: 星医療酸器
7635,S: 杉田エース
7636,S: ハンズマン
7637,P: 白銅
7638,S: NEW ART HOLDINGS
7640,S: トップカルチャー
7643,S: ダイイチ
7646,S: PLANT
7649,P: スギホールディングス
7670,S: オーウエル
7673,S: ダイコー通産
7674,G: NATTY SWANKYホールディングス
7677,S: ヤシマキザイ
7678,S: あさくま
7679,P: 薬王堂ホールディングス
7681,S: レオクラン
7682,S: 浜木綿
7683,P: ダブルエー
7685,G: BuySell Technologies
7686,S: カクヤスグループ
7687,G: ミクリード
7689,G: コパ・コーポレーション
7692,S: アースインフィニティ
7694,G: いつも
7695,G: 交換できるくん
7698,S: アイスコ
7701,P: 島津製作所
7702,S: JMS
7707,G: プレシジョン・システム・サイエンス
7709,S: クボテック
7711,S: 助川電気工業
7713,S: シグマ光機
7715,P: 長野計器
7716,S: ナカニシ
7717,P: ブイ・テクノロジー
7718,P: スター精密
7719,S: 東京衡機
7721,P: 東京計器
7722,S: 国際計測器
7723,P: 愛知時計電機
7725,P: インターアクション
7726,S: 黒田精工
7727,S: オーバル
7729,P: 東京精密
7730,P: マニー
7731,P: ニコン
7732,P: トプコン
7733,P: オリンパス
7734,P: 理研計器
7735,P: SCREENホールディングス
7739,P: キヤノン電子
7740,P: タムロン
7741,P: HOYA
7743,P: シード
7744,P: ノーリツ鋼機
7745,P: A＆Dホロンホールディングス
7746,S: 岡本硝子
7747,P: 朝日インテック
7749,S: メディキット
7751,P: キヤノン
7752,P: リコー
7760,S: IMV
7762,P: シチズン時計
7769,P: リズム
7771,S: 日本精密
7774,G: ジャパン・ティッシュエンジニアリング
7775,S: 大研医器
7776,G: セルシード
7777,G: スリー・ディー・マトリックス
7779,G: CYBERDYNE
7780,P: メニコン
7781,S: 平山ホールディングス
7782,S: シンシア
7791,S: ドリームベッド
7792,G: コラントッテ
7793,G: イメージ・マジック
7794,G: イーディーピー
7795,S: KYORITSU
7800,S: アミファ
7803,G: ブシロード
7804,S: ビーアンドピー
7805,S: プリントネット
7806,G: MTG
7807,S: 幸和製作所
7808,S: シー・エス・ランバー
7809,S: 壽屋
7810,S: クロスフォー
7811,S: 中本パックス
7812,S: クレステック
7813,G: プラッツ
7814,S: 日本創発グループ
7815,S: 東京ボード工業
7817,P: パラマウントベッドホールディングス
7818,P: トランザクション
7819,S: 粧美堂
7820,P: ニホンフラッシュ
7821,P: 前田工繊
7822,S: 永大産業
7823,S: アートネイチャー
7826,P: フルヤ金属
7827,S: オービス
7831,S: ウイルコホールディングス
7832,P: バンダイナムコホールディングス
7833,S: アイフィスジャパン
7836,S: アビックス
7837,S: アールシーコア
7839,P: SHOEI
7840,P: フランスベッドホールディングス
7841,S: 遠藤製作所
7844,P: マーベラス
7846,P: パイロットコーポレーション
7847,S: グラファイトデザイン
7849,S: スターツ出版
7850,S: 総合商研
7851,S: カワセコンピュータサプライ
7856,P: 萩原工業
7857,S: セキ
7859,S: アルメディオ
7860,P: エイベックス
7863,S: 平賀
7864,P: フジシールインターナショナル
7865,S: ピープル
7867,P: タカラトミー
7868,P: 広済堂ホールディングス
7871,S: フクビ化学工業
7872,S: エステールホールディングス
7874,P: レック
7875,S: 竹田iPホールディングス
7877,S: 永大化工
7878,S: 光・彩
7879,S: ノダ
7883,S: サンメッセ
7885,S: タカノ
7886,S: ヤマト モビリティ ＆ Mfg.
7887,S: 南海プライウッド
7888,P: 三光合成
7893,P: プロネクサス
7896,S: セブン工業
7897,S: ホクシン
7898,S: ウッドワン
7901,S: マツモト
7902,S: ソノコム
7906,S: ヨネックス
7908,S: きもと
7911,P: TOPPANホールディングス
7912,P: 大日本印刷
7914,P: 共同印刷
7915,P: NISSHA
7916,S: 光村印刷
7917,P: ZACROS
7918,S: ヴィア・ホールディングス
7919,S: 野崎印刷紙業
7921,P: TAKARA ＆ COMPANY
7922,S: 三光産業
7923,S: トーイン
7925,P: 前澤化成工業
7927,S: ムトー精工
7928,S: 旭化学工業
7931,P: 未来工業
7932,S: ニッピ
7936,P: アシックス
7937,S: ツツミ
7938,S: リーガルコーポレーション
7939,S: 研創
7940,S: ウェーブロックホールディングス
7942,P: JSP
7943,P: ニチハ
7944,P: ローランド
7946,S: 光陽社
7947,P: エフピコ
7949,P: 小松ウオール工業
7951,P: ヤマハ
7952,P: 河合楽器製作所
7953,S: 菊水化学工業
7955,P: クリナップ
7956,P: ピジョン
7957,S: フジコピアン
7958,P: 天馬
7962,P: キングジム
7963,S: 興研
7965,P: 象印マホービン
7966,P: リンテック
7970,P: 信越ポリマー
7971,S: 東リ
7972,P: イトーキ
7974,P: 任天堂
7975,S: リヒトラブ
7976,P: 三菱鉛筆
7979,P: 松風
7980,S: 重松製作所
7981,P: タカラスタンダード
7983,S: ミロク
7984,P: コクヨ
7985,S: ネポン
7986,S: 日本アイ・エス・ケイ
7987,S: ナカバヤシ
7988,P: ニフコ
7989,P: 立川ブラインド工業
7990,P: グローブライド
7991,S: マミヤ・オーピー
7992,S: セーラー万年筆
7994,P: オカムラ
7995,P: バルカー
7997,S: くろがね工作所
7999,S: MUTOHホールディングス
8001,P: 伊藤忠商事
8002,P: 丸紅
8005,P: スクロール
8006,S: ユアサ・フナショク
8007,P: 高島
8008,P: ヨンドシーホールディングス
8011,P: 三陽商会
8012,P: 長瀬産業
8013,S: ナイガイ
8014,P: 蝶理
8015,P: 豊田通商
8016,P: オンワードホールディングス
8018,S: 三共生興
8020,P: 兼松
8022,P: 美津濃
8023,S: 大興電子通信
8025,S: ツカモトコーポレーション
8029,S: ルックホールディングス
8030,S: 中央魚類
8031,P: 三井物産
8032,P: 日本紙パルプ商事
8035,P: 東京エレクトロン
8037,P: カメイ
8038,S: 東都水産
8039,S: 築地魚市場
8040,S: 東京ソワール
8041,S: OUGホールディングス
8043,P: スターゼン
8045,S: 横浜丸魚
8046,S: 丸藤シートパイル
8050,P: セイコーグループ
8051,P: 山善
8052,P: 椿本興業
8053,P: 住友商事
8056,P: BIPROGY
8057,P: 内田洋行
8058,P: 三菱商事
8059,P: 第一実業
8060,P: キヤノンマーケティングジャパン
8061,P: 西華産業
8065,P: 佐藤商事
8066,S: 三谷商事
8070,P: 東京産業
8074,P: ユアサ商事
8075,P: 神鋼商事
8076,S: カノークス
8077,S: トルク
8078,P: 阪和興業
8079,P: 正栄食品工業
8081,P: カナデン
8084,P: RYODEN
8085,S: ナラサキ産業
8086,P: ニプロ
8088,P: 岩谷産業
8089,S: ナイス
8091,P: ニチモウ
8093,P: 極東貿易
8095,P: アステナホールディングス
8097,P: 三愛オブリ
8098,P: 稲畑産業
8101,P: GSIクレオス
8103,P: 明和産業
8104,S: クワザワホールディングス
8105,S: 堀田丸正
8107,S: キムラタン
8111,P: ゴールドウイン
8113,P: ユニ・チャーム
8115,S: ムーンバット
8117,S: 中央自動車工業
8118,S: キング
8119,S: 三栄コーポレーション
8123,S: 川辺
8125,P: ワキタ
8127,S: ヤマトインターナショナル
8129,P: 東邦ホールディングス
8130,P: サンゲツ
8131,S: ミツウロコグループホールディングス
8132,P: シナネンホールディングス
8133,P: 伊藤忠エネクス
8135,S: ゼット
8136,P: サンリオ
8137,P: サンワテクノス
8138,S: 三京化成
8139,S: ナガホリ
8141,P: 新光商事
8142,P: トーホー
8143,S: ラピーヌ
8144,S: デンキョーグループホールディングス
8147,S: トミタ
8150,P: 三信電気
8151,P: 東陽テクニカ
8152,S: ソマール
8153,P: モスフードサービス
8154,P: 加賀電子
8157,P: 都築電気
