Ticker,銘柄名
3914,G: JIG-SAW
3915,P: テラスカイ
3916,P: デジタル・インフォメーション・テクノロジー
3917,G: アイリッジ
3918,S: PCIホールディングス
3920,S: アイビーシー
3921,P: ネオジャパン
3922,P: PR TIMES
3923,P: ラクス
3924,P: ランドコンピュータ
3925,P: ダブルスタンダード
3926,P: オープンドア
3927,G: フーバーブレイン
3928,S: マイネット
3929,G: ソーシャルワイヤー
3930,G: はてな
3931,G: バリューゴルフ
3932,P: アカツキ
3933,S: チエル
3934,S: ベネフィットジャパン
3935,S: エディア
3936,G: グローバルウェイ
3937,P: Ubicomホールディングス
3939,P: カナミックネットワーク
3940,S: ノムラシステムコーポレーション
3941,P: レンゴー
3943,S: 大石産業
3944,S: 古林紙工
3945,S: スーパーバッグ
3946,P: トーモク
3947,S: ダイナパック
3948,S: 光ビジネスフォーム
3950,P: ザ・パック
3951,S: 朝日印刷
3953,S: 大村紙業
3954,S: 昭和パックス
3955,S: イムラ
3958,S: 笹徳印刷
3961,G: シルバーエッグ・テクノロジー
3962,P: チェンジホールディングス
3963,P: シンクロ・フード
3964,P: オークネット
3965,S: キャピタル・アセット・プランニング
3967,G: エルテス
3968,P: セグエグループ
3969,S: エイトレッド
3970,G: イノベーション
3974,S: SCAT
3976,G: シャノン
3978,P: マクロミル
3979,G: うるる
3981,S: ビーグリー
3983,P: オロ
3984,P: ユーザーローカル
3985,S: テモナ
3986,G: ビーブレイクシステムズ
3987,G: エコモット
3988,S: SYSホールディングス
3989,G: シェアリングテクノロジー
3990,G: UUUM
3991,G: ウォンテッドリー
3992,P: ニーズウェル
3993,P: PKSHA Technology
3994,P: マネーフォワード
3996,S: サインポスト
3997,S: トレードワークス
3998,G: すららネット
4004,P: レゾナック・ホールディングス
4005,P: 住友化学
4008,P: 住友精化
4011,G: ヘッドウォータース
4012,S: アクシス
4013,G: 勤次郎
4014,G: カラダノート
4015,G: ペイクラウドホールディングス
4016,S: MITホールディングス
4017,G: クリーマ
4019,G: スタメン
4020,G: ビートレンド
4021,P: 日産化学
4022,P: ラサ工業
4023,P: クレハ
4025,P: 多木化学
4026,S: 神島化学工業
4027,P: テイカ
4028,P: 石原産業
4031,S: 片倉コープアグリ
4040,S: 南海化学
4041,P: 日本曹達
4042,P: 東ソー
4043,P: トクヤマ
4044,P: セントラル硝子
4045,P: 東亞合成
4046,P: 大阪ソーダ
4047,P: 関東電化工業
4051,G: GMOフィナンシャルゲート
4052,G: フィーチャ
4053,P: Sun Asterisk
4054,G: 日本情報クリエイト
4055,G: ティアンドエスグループ
4056,G: ニューラルグループ
4057,G: インターファクトリー
4058,G: トヨクモ
4059,S: まぐまぐ
4060,G: rakumo
4061,P: デンカ
4062,P: イビデン
4063,P: 信越化学工業
4064,P: 日本カーバイド工業
4068,G: ベイシス
4069,G: BlueMeme
4071,P: プラスアルファ・コンサルティング
4072,P: 電算システムホールディングス
4073,G: ジィ・シィ企画
4074,G: ラキール
4075,G: ブレインズテクノロジー
4076,G: シイエヌエス
4078,P: 堺化学工業
4080,S: 田中化学研究所
4082,P: 第一稀元素化学工業
4088,P: エア・ウォーター
4091,P: 日本酸素ホールディングス
4092,P: 日本化学工業
4093,P: 東邦アセチレン
4094,S: 日本化学産業
4095,P: 日本パーカライジング
4097,P: 高圧ガス工業
4098,S: チタン工業
4099,P: 四国化成ホールディングス
4100,S: 戸田工業
4102,S: 丸尾カルシウム
4107,S: 伊勢化学工業
4109,P: ステラ ケミファ
4112,P: 保土谷化学工業
4113,S: 田岡化学工業
4114,P: 日本触媒
4116,P: 大日精化工業
4118,P: カネカ
4119,S: 日本ピグメントホールディングス
4120,S: スガイ化学工業
4124,S: 大阪油化工業
4125,S: 三和油化工業
4151,P: 協和キリン
4165,G: プレイド
4166,G: かっこ
4167,G: ココペリ
4168,G: ヤプリ
4169,G: ENECHANGE
4170,G: Kaizen Platform
4171,S: グローバルインフォメーション
4172,S: 東和ハイシステム
4173,G: WACUL
4174,S: アピリッツ
4175,G: coly
4176,G: ココナラ
4177,G: i‐plug
4178,G: Sharing Innovations
4179,G: ジーネクスト
4180,P: Appier Group
4182,P: 三菱瓦斯化学
4183,P: 三井化学
4186,P: 東京応化工業
4187,P: 大阪有機化学工業
4188,P: 三菱ケミカルグループ
4189,P: KHネオケム
4192,G: スパイダープラス
4193,S: ファブリカホールディングス
4194,P: ビジョナル
4196,S: ネオマーケティング
4197,S: アスマーク
4198,S: テンダ
4199,G: ワンダープラネット
4202,P: ダイセル
4203,P: 住友ベークライト
4204,P: 積水化学工業
4205,P: 日本ゼオン
4206,P: アイカ工業
4208,P: UBE
4212,P: 積水樹脂
4216,P: 旭有機材
4218,P: ニチバン
4220,P: リケンテクノス
4221,P: 大倉工業
4222,S: 児玉化学工業
4224,S: ロンシール工業
4228,P: 積水化成品工業
4229,P: 群栄化学工業
4231,S: タイガースポリマー
4234,S: サンエー化研
4235,S: ウルトラファブリックス・ホールディングス
4237,S: フジプレアム
4238,S: ミライアル
4240,G: クラスターテクノロジー
4241,S: アテクト
4242,S: タカギセイコー
4243,S: ニックス
4245,S: ダイキアクシス
4246,P: ダイキョーニシカワ
4247,S: ポバール興業
4248,S: 竹本容器
4249,P: 森六ホールディングス
4251,P: 恵和
4255,G: THECOO
4256,G: サインド
4258,G: 網屋
4259,G: エクサウィザーズ
4260,G: ハイブリッドテクノロジーズ
4261,G: アジアクエスト
4262,G: ニフティライフスタイル
4263,G: サスメド
4264,G: セキュア
4265,G: Institution for a Global Society
4267,G: ライトワークス
4270,G: BeeX
4272,P: 日本化薬
4274,S: 細谷火工
4275,P: カーリット
4284,S: ソルクシーズ
4286,S: CLホールディングス
4287,S: ジャストプランニング
4288,S: アズジェント
4290,P: プレステージ・インターナショナル
4293,S: セプテーニ・ホールディングス
4298,P: プロトコーポレーション
4299,S: ハイマックス
4301,P: アミューズ
4304,S: Eストアー
4307,P: 野村総合研究所
4308,G: Jストリーム
4310,P: ドリームインキュベータ
4316,G: ビーマップ
4317,S: レイ
4318,P: クイック
4319,S: TAC
4320,S: CEホールディングス
4323,P: 日本システム技術
4324,P: 電通グループ
4326,P: インテージホールディングス
4331,P: テイクアンドギヴ・ニーズ
4333,P: 東邦システムサイエンス
4334,S: ユークス
4335,S: アイ・ピー・エス
4337,P: ぴあ
4341,S: 西菱電機
4343,P: イオンファンタジー
4344,P: ソースネクスト
4345,P: シーティーエス
4346,S: NEXYZ.Group
4347,S: ブロードメディア
4350,S: メディカルシステムネットワーク
4351,S: 山田債権回収管理総合事務所
4356,S: 応用技術
4360,S: マナック・ケミカル・パートナーズ
4361,S: 川口化学工業
4362,P: 日本精化
4365,S: 松本油脂製薬
4366,S: ダイトーケミックス
4367,S: 広栄化学
4368,P: 扶桑化学工業
4369,P: トリケミカル研究所
4370,G: モビルス
4371,G: コアコンセプト・テクノロジー
4372,G: ユミルリンク
4373,P: シンプレクス・ホールディングス
4374,G: ROBOT PAYMENT
4375,G: セーフィー
4376,G: くふうカンパニーホールディングス
4377,G: ワンキャリア
4378,G: CINC
4379,G: Photosynth
4380,G: Mマート
4381,G: ビープラッツ
4382,S: HEROZ
4384,P: ラクスル
4385,P: メルカリ
4386,S: SIGグループ
4387,G: ZUU
4388,G: エーアイ
4389,G: プロパティデータバンク
4390,P: IPS
4391,G: ロジザード
4392,P: FIG
4393,G: バンク・オブ・イノベーション
4394,G: エクスモーション
4395,G: アクリート
4396,P: システムサポートホールディングス
4397,G: チームスピリット
4398,S: ブロードバンドセキュリティ
4401,P: ADEKA
4403,P: 日油
4404,S: ミヨシ油脂
4406,S: 新日本理化
4409,S: 東邦化学工業
4410,P: ハリマ化成グループ
4412,G: サイエンスアーツ
4413,G: ボードルア
4414,G: フレクト
4415,G: ブロードエンタープライズ
4416,G: True Data
4417,G: グローバルセキュリティエキスパート
4418,G: JDSC
4419,G: Finatextホールディングス
4420,S: イーソル
4421,S: ディ・アイ・システム
4422,G: VALUENEX
4424,G: Amazia
4425,G: Kudan
4427,G: EduLab
4428,G: シノプス
4429,G: リックソフト
4430,S: 東海ソフト
4431,G: スマレジ
4432,P: ウイングアーク1st
4433,P: ヒト・コミュニケーションズ・ホールディングス
4434,S: サーバーワークス
4435,G: カオナビ
4436,G: ミンカブ・ジ・インフォノイド
4437,G: gooddaysホールディングス
4438,G: Welby
4439,S: 東名
4440,S: ヴィッツ
4441,S: トビラシステムズ
4442,G: バルテス・ホールディングス
4443,P: Sansan
4444,G: インフォネット
4445,G: リビン・テクノロジーズ
4446,P: Link-Uグループ
4447,G: ピー・ビーシステムズ
4448,G: kubell
4449,P: ギフティ
4450,G: パワーソリューションズ
4452,P: 花王
4461,P: 第一工業製薬
4462,P: 石原ケミカル
4463,S: 日華化学
4464,S: ソフト99コーポレーション
4465,S: ニイタカ
4471,P: 三洋化成工業
4475,G: HENNGE
4476,G: AI CROSS
4477,G: BASE
4478,G: フリー
4479,G: マクアケ
4480,P: メドレー
4481,P: ベース
4482,G: ウィルズ
4483,P: JMDC
4484,G: ランサーズ
4486,G: ユナイトアンドグロウ
4487,G: スペースマーケット
4488,G: AI inside
4490,G: ビザスク
4491,S: コンピューターマネージメント
4492,S: ゼネテック
4493,G: サイバーセキュリティクラウド
4494,S: バリオセキュア
4495,G: アイキューブドシステムズ
4496,G: コマースOneホールディングス
4498,G: サイバートラスト
4499,S: Speee
4502,P: 武田薬品工業
4503,P: アステラス製薬
4506,P: 住友ファーマ
4507,P: 塩野義製薬
4512,S: わかもと製薬
4516,P: 日本新薬
4519,P: 中外製薬
4521,P: 科研製薬
4523,P: エーザイ
4524,S: 森下仁丹
4526,P: 理研ビタミン
4527,P: ロート製薬
4528,P: 小野薬品工業
4530,P: 久光製薬
4531,S: 有機合成薬品工業
4534,P: 持田製薬
4536,P: 参天製薬
4538,P: 扶桑薬品工業
4539,S: 日本ケミファ
4540,P: ツムラ
4543,P: テルモ
4544,P: H.U.グループホールディングス
4547,P: キッセイ薬品工業
4548,P: 生化学工業
4549,P: 栄研化学
4551,P: 鳥居薬品
4552,P: JCRファーマ
4553,P: 東和薬品
4554,P: 富士製薬工業
4556,S: カイノス
4558,S: 中京医薬品
4559,P: ゼリア新薬工業
4563,G: アンジェス
4564,G: オンコセラピー・サイエンス
4565,P: ネクセラファーマ
4568,P: 第一三共
4569,P: 杏林製薬
4570,G: 免疫生物研究所
4571,G: NANO MRNA
4572,G: カルナバイオサイエンス
4574,P: 大幸薬品
4575,G: キャンバス
4576,G: デ・ウエスタン・セラピテクス研究所
4577,P: ダイト
4578,P: 大塚ホールディングス
4579,G: ラクオリア創薬
4582,G: シンバイオ製薬
4583,G: カイオム・バイオサイエンス
4584,G: キッズウェル・バイオ
4586,G: メドレックス
4587,P: ペプチドリーム
4588,G: オンコリスバイオファーマ
4591,G: リボミック
4592,G: サンバイオ
4593,G: ヘリオス
4594,G: ブライトパス・バイオ
4595,S: ミズホメディー
4596,G: 窪田製薬ホールディングス
4597,G: ソレイジア・ファーマ
4598,G: Delta-Fly Pharma
4599,G: ステムリム
4611,P: 大日本塗料
4612,P: 日本ペイントホールディングス
4613,P: 関西ペイント
4615,S: 神東塗料
4616,S: 川上塗料
4617,P: 中国塗料
4619,S: 日本特殊塗料
4620,S: 藤倉化成
4623,S: アサヒペン
4624,S: イサム塗料
4625,S: アトミクス
4626,P: 太陽ホールディングス
4627,S: ナトコ
4628,S: エスケー化研
4629,S: 大伸化学
4631,P: DIC
4633,P: サカタインクス
4634,P: artience
4635,S: 東京インキ
4641,P: アルプス技研
4642,S: オリジナル設計
4644,S: イマジニア
4645,S: 市進ホールディングス
4650,S: SDエンターテイメント
4651,S: サニックス
4657,S: 環境管理センター
4658,P: 日本空調サービス
4659,S: エイジス
4661,P: オリエンタルランド
4662,P: フォーカスシステムズ
4664,S: アール・エス・シー
4665,P: ダスキン
4666,P: パーク24
4667,S: アイサンテクノロジー
4668,P: 明光ネットワークジャパン
4671,S: ファルコホールディングス
4673,S: 川崎地質
4674,P: クレスコ
4676,P: フジ・メディア・ホールディングス
4678,S: 秀英予備校
4679,S: 田谷
4680,P: ラウンドワン
4681,P: リゾートトラスト
4684,P: オービック
4685,S: 菱友システムズ
4686,P: ジャストシステム
4687,P: TDCソフト
4689,P: LINEヤフー
4690,S: 日本パレットプール
4691,S: ワシントンホテル
4694,P: ビー・エム・エル
4704,P: トレンドマイクロ
4705,S: クリップコーポレーション
4707,S: キタック
4709,P: IDホールディングス
4712,S: KeyHolder
4714,P: リソー教育
4716,S: 日本オラクル
4718,P: 早稲田アカデミー
4719,P: アルファシステムズ
4720,S: 城南進学研究社
4722,P: フューチャー
4725,P: CAC Holdings
4728,S: トーセ
4732,P: ユー・エス・エス
4733,P: オービックビジネスコンサルタント
4735,S: 京進
4736,S: 日本ラッド
4743,P: アイティフォー
4745,S: 東京個別指導学院
4746,S: 東計電算
4750,S: ダイサン
4751,P: サイバーエージェント
4752,S: 昭和システムエンジニアリング
4754,S: トスネット
4755,P: 楽天グループ
4760,S: アルファ
4761,S: さくらケーシーエス
4762,S: エックスネット
4763,P: クリーク・アンド・リバー社
4765,P: SBIグローバルアセットマネジメント
4766,S: ピーエイ
4767,S: テー・オー・ダブリュー
4768,P: 大塚商会
4769,S: IC
4771,S: エフアンドエム
4772,G: ストリームメディアコーポレーション
4776,P: サイボウズ
4777,S: ガーラ
4783,S: NCD
4784,P: GMOインターネット
4792,P: 山田コンサルティンググループ
4800,S: オリコン
4801,P: セントラルスポーツ
4809,P: パラカ
4811,G: ドリーム・アーツ
4812,P: 電通総研
4813,P: ACCESS
4814,S: ネクストウェア
4816,S: 東映アニメーション
4819,P: デジタルガレージ
4820,P: イーエムシステムズ
4825,P: ウェザーニューズ
4826,P: CIJ
4828,P: ビジネスエンジニアリング
4829,S: 日本エンタープライズ
4832,S: JFEシステムズ
4833,G: Def consulting
4838,S: スペースシャワーSKIYAKIホールディングス
4839,P: WOWOW
4840,G: トライアイズ
4845,P: スカラ
4847,P: インテリジェント ウェイブ
4848,P: フルキャストホールディングス
4849,P: エン・ジャパン
4880,P: セルソース
4881,G: ファンペップ
4882,G: ペルセウスプロテオミクス
4883,G: モダリス
4884,G: クリングルファーマ
4885,S: 室町ケミカル
4886,P: あすか製薬ホールディングス
4887,P: サワイグループホールディングス
4888,G: ステラファーマ
4889,G: レナサイエンス
4890,G: 坪田ラボ
4891,G: ティムス
4892,G: サイフューズ
4893,G: ノイルイミューン・バイオテック
4894,G: クオリプス
4896,G: ケイファーマ
4901,P: 富士フイルムホールディングス
4902,P: コニカミノルタ
4911,P: 資生堂
4912,P: ライオン
4914,P: 高砂香料工業
4917,P: マンダム
4918,S: アイビー化粧品
4919,P: ミルボン
4920,S: 日本色材工業研究所
4922,P: コーセー
4923,P: コタ
4925,S: ハーバー研究所
4926,S: シーボン
4927,P: ポーラ・オルビスホールディングス
4928,P: ノエビアホールディングス
4929,S: アジュバンホールディングス
4931,P: 新日本製薬
4932,S: アルマード
4933,P: I-ne
4934,G: プレミアアンチエイジング
4935,S: リベルタ
4936,P: アクシージア
4937,G: Waqoo
4951,P: エステー
4956,P: コニシ
4957,S: ヤスハラケミカル
4958,P: 長谷川香料
4960,S: ケミプロ化成
4966,S: 上村工業
4967,P: 小林製薬
4968,P: 荒川化学工業
4970,S: 東洋合成工業
4971,P: メック
4972,S: 綜研化学
4973,P: 日本高純度化学
4974,P: タカラバイオ
4975,P: JCU
4976,S: 東洋ドライルーブ
4977,S: 新田ゼラチン
4978,G: リプロセル
4979,S: OATアグリオ
4980,P: デクセリアルズ
4985,P: アース製薬
4990,S: 昭和化学工業
4992,S: 北興化学工業
4994,S: 大成ラミック
4996,P: クミアイ化学工業
4997,P: 日本農薬
4998,S: フマキラー
5009,S: 富士興産
5010,S: 日本精蝋
5011,P: ニチレキグループ
5013,S: ユシロ化学工業
5015,S: ビーピー・カストロール
5017,P: 富士石油
5018,S: MORESCO
5019,P: 出光興産
5020,P: ENEOSホールディングス
5021,P: コスモエネルギーホールディングス
5025,G: マーキュリー
5026,G: トリプルアイズ
5027,G: AnyMind Group
5028,G: セカンドサイトアナリティカ
5029,G: サークレイス
5031,G: モイ
5032,P: ANYCOLOR
5033,G: ヌーラボ
5034,G: unerry
5035,G: HOUSEI
5036,S: 日本ビジネスシステムズ
5038,G: eWeLL
5070,G: ドラフト
5071,S: ヴィス
5074,P: テスホールディングス
5076,P: インフロニア・ホールディングス
50765,P: インフロニア・ホールディングス第1回社債型種類株式
5078,S: セレコーポレーション
5079,S: ノバック
5101,P: 横浜ゴム
5103,S: 昭和ホールディングス
5105,P: TOYO TIRE
5108,P: ブリヂストン
5110,P: 住友ゴム工業
5121,P: 藤倉コンポジット
5122,P: オカモト
5125,G: ファインズ
5126,G: ポーターズ
5129,G: FIXER
5131,G: リンカーズ
5132,G: pluszero
5133,S: テリロジーホールディングス
5134,G: POPER
5136,G: tripla
5137,G: スマートドライブ
5138,G: Rebase
5139,G: オープンワーク
5142,P: アキレス
5161,S: 西川ゴム工業
5162,S: 朝日ラバー
5184,S: ニチリン
5185,P: フコク
5186,P: ニッタ
5187,S: クリエートメディック
5189,S: 櫻護謨
5191,P: 住友理工
5192,P: 三ツ星ベルト
5194,S: 相模ゴム工業
5195,P: バンドー化学
5199,S: 不二ラテックス
5201,P: AGC
5202,P: 日本板硝子
5204,S: 石塚硝子
5208,P: 有沢製作所
5210,S: 日本山村硝子
5214,P: 日本電気硝子
5216,S: 倉元製作所
5218,S: オハラ
5232,P: 住友大阪セメント
5233,P: 太平洋セメント
5237,S: ノザワ
5240,G: monoAI technology
5242,G: アイズ
5243,G: note
5244,G: jig.jp
5246,G: ELEMENTS
5247,G: BTM
5248,G: テクノロジーズ
5250,S: プライム・ストラテジー
5252,G: 日本ナレッジ
5253,G: カバー
5254,G: Arent
5255,G: モンスターラボホールディングス
5256,G: Fusic
5257,S: ノバシステム
5258,G: トランザクション・メディア・ネットワークス
5259,G: BBDイニシアティブ
5261,P: リソルホールディングス
5262,P: 日本ヒューム
5268,S: 旭コンクリート工業
5269,P: 日本コンクリート工業
5271,S: トーヨーアサノ
5273,S: 三谷セキサン
5277,S: スパンクリートコーポレーション
5279,S: 日本興業
5280,S: ヨシコン
5282,S: ジオスター
5283,S: 高見澤
5284,S: ヤマウホールディングス
5285,S: ヤマックス
5287,S: イトーヨーギョー
5288,P: アジアパイルホールディングス
5290,S: ベルテクスコーポレーション
5301,P: 東海カーボン
5302,P: 日本カーボン
5304,S: SECカーボン
5310,P: 東洋炭素
5331,P: ノリタケ
5332,P: TOTO
5333,P: 日本碍子
5334,P: 日本特殊陶業
5337,S: ダントーホールディングス
5341,S: ASAHI EITOホールディングス
5344,P: MARUWA
5351,P: 品川リフラクトリーズ
5352,P: 黒崎播磨
5355,S: 日本坩堝
5356,S: 美濃窯業
5357,P: ヨータイ
5363,S: 東京窯業
5367,S: ニッカトー
5368,S: 日本インシュレーション
5380,S: 新東
5381,S: Mipox
5384,P: フジミインコーポレーテッド
5386,S: 鶴弥
5388,S: クニミネ工業
5391,S: エーアンドエーマテリアル
5393,P: ニチアス
5401,P: 日本製鉄
5406,P: 神戸製鋼所
5408,P: 中山製鋼所
5410,P: 合同製鐵
5411,P: JFEホールディングス
5423,P: 東京製鐵
5440,P: 共英製鋼
5444,P: 大和工業
5445,P: 東京鐵鋼
5446,S: 北越メタル
5449,S: 大阪製鐵
5451,P: 淀川製鋼所
5458,S: 高砂鐵工
5461,P: 中部鋼鈑
5463,P: 丸一鋼管
5464,S: モリ工業
5471,P: 大同特殊鋼
5476,S: 日本高周波鋼業
5480,P: 日本冶金工業
5481,P: 山陽特殊製鋼
5482,P: 愛知製鋼
5484,S: 東北特殊鋼
5491,S: 日本金属
5527,G: property technologies
5532,G: リアルゲイト
5533,S: エリッツホールディングス
5535,P: ミガロホールディングス
5541,P: 大平洋金属
5542,S: 新報国マテリアル
5563,P: 新日本電工
5570,G: ジェノバ
5571,S: エキサイトホールディングス
5572,G: Ridge-i
5574,G: ABEJA
5575,G: Globee
5576,S: オービーシステム
5577,G: アイデミー
5578,G: ARアドバンストテクノロジ
5580,G: プロディライト
5582,G: グリッド
5585,G: エコナビスタ
5586,G: Laboro.AI
5587,G: インバウンドプラットフォーム
5588,G: ファーストアカウンティング
5589,S: オートサーバー
5590,G: ネットスターズ
5591,G: AVILEN
5592,G: くすりの窓口
5595,G: QPS研究所
5596,G: アウトルックコンサルティング
5597,G: ブルーイノベーション
5599,G: S＆J
5602,P: 栗本鐵工所
5603,S: 虹技
5609,S: 日本鋳造
5610,S: 大和重工
5612,S: 日本鋳鉄管
5616,G: 雨風太陽
5618,G: ナイル
5619,G: マーソ
5621,G: ヒューマンテクノロジーズ
5631,P: 日本製鋼所
5632,P: 三菱製鋼
5644,S: メタルアート
5658,S: 日亜鋼業
5659,P: 日本精線
5660,S: 神鋼鋼線工業
5695,S: パウダーテック
5697,S: サンユウ
5698,P: エンビプロ・ホールディングス
5699,S: イボキン
5702,P: 大紀アルミニウム工業所
5703,P: 日本軽金属ホールディングス
5704,G: JMC
5706,P: 三井金属鉱業
5707,P: 東邦亜鉛
5711,P: 三菱マテリアル
5713,P: 住友金属鉱山
5714,P: DOWAホールディングス
5715,P: 古河機械金属
5721,S: エス・サイエンス
5724,S: アサカ理研
5726,P: 大阪チタニウムテクノロジーズ
5727,P: 東邦チタニウム
5729,S: 日本精鉱
5741,P: UACJ
5742,S: エヌアイシ・オートテック
5753,S: 日本伸銅
5757,P: CKサンエツ
5801,P: 古河電気工業
5802,P: 住友電気工業
5803,P: フジクラ
5805,P: SWCC
5816,S: オーナンバ
5817,S: JMACS
5819,S: カナレ電気
5820,S: 三ッ星
5821,P: 平河ヒューテック
5830,P: いよぎんホールディングス
5831,P: しずおかフィナンシャルグループ
5832,P: ちゅうぎんフィナンシャルグループ
5834,G: SBIリーシングサービス
5838,P: 楽天銀行
5842,G: インテグラル
5843,S: ニッポンインシュア
5844,P: 京都フィナンシャルグループ
5845,S: 全保連
5851,P: リョービ
5852,P: アーレスティ
5856,S: エルアイイーエイチ
5857,P: AREホールディングス
5858,G: STG
5867,G: エスネットワークス
5868,S: ロココ
5869,S: 早稲田学習研究会
5870,G: ナルネットコミュニケーションズ
5871,S: SOLIZE
5884,G: クラダシ
5885,S: ジーデップ・アドバンス
5888,G: DAIWA CYCLE
5889,S: Japan Eyewear Holdings
5891,S: 魁力屋
5892,G: yutori
5900,S: ダイケン
5901,P: 東洋製罐グループホールディングス
5902,P: ホッカンホールディングス
5903,S: シンポ
5905,S: 日本製罐
5906,S: エムケー精工
5909,S: コロナ
5911,P: 横河ブリッジホールディングス
5915,P: 駒井ハルテック
5918,S: 瀧上工業
5921,S: 川岸工業
5922,S: 那須電機鉄工
5923,S: 高田機工
5928,S: アルメタックス
5929,P: 三和ホールディングス
5930,P: 文化シヤッター
5932,P: 三協立山
5933,P: アルインコ
5935,S: 元旦ビューティ工業
5936,S: 東洋シヤッター
5938,P: LIXIL
5939,S: 大谷工業
5940,S: 不二サッシ
5941,S: 中西製作所
5942,S: 日本フイルコン
5943,P: ノーリツ
5945,S: 天龍製鋸
5946,P: 長府製作所
5947,P: リンナイ
5949,P: ユニプレス
5950,S: 日本パワーファスニング
5951,S: ダイニチ工業
5952,S: アマテイ
5955,S: ワイズホールディングス
5956,S: トーソー
5957,P: 日東精工
5958,S: 三洋工業
5959,P: 岡部
5962,S: 浅香工業
5965,S: フジマック
5966,S: 京都機械工具
5967,S: TONE
5969,S: ロブテックス
5970,P: ジーテクト
5971,S: 共和工業所
5973,S: トーアミ
5974,S: 中国工業
5975,P: 東プレ
5976,P: 高周波熱錬
5981,P: 東京製綱
5982,S: マルゼン
5983,S: イワブチ
5984,S: 兼房
5985,S: サンコール
5986,S: モリテック スチール
5987,S: オーネックス
5988,P: パイオラックス
5989,P: エイチワン
5990,S: スーパーツール
5991,P: 日本発條
5992,S: 中央発條
5994,S: ファインシンター
5997,S: 協立エアテック
5998,S: アドバネクス
6005,P: 三浦工業
6013,P: タクマ
6016,S: ジャパンエンジンコーポレーション
6018,S: 阪神内燃機工業
6022,S: 赤阪鐵工所
6023,S: ダイハツディーゼル
6026,G: GMO TECH
6027,G: 弁護士ドットコム
6028,P: テクノプロ・ホールディングス
6029,S: アトラグループ
6030,G: アドベンチャー
6031,G: ZETA
6033,G: エクストリーム
6034,G: MRT
6035,P: アイ・アールジャパンホールディングス
6036,P: KeePer技研
6037,S: 楽待
6038,G: イード
6039,G: 日本動物高度医療センター
6040,G: 日本スキー場開発
6042,S: ニッキ
6044,S: 三機サービス
6045,G: レントラックス
6046,G: リンクバル
6047,P: Gunosy
6048,S: デザインワン・ジャパン
6049,G: イトクロ
6050,P: イー・ガーディアン
6054,S: リブセンス
6055,P: ジャパンマテリアル
6058,P: ベクトル
6059,S: ウチヤマホールディングス
6060,S: こころネット
6061,S: ユニバーサル園芸社
6062,P: チャーム・ケア・コーポレーション
6063,S: 日本エマージェンシーアシスタンス
6069,G: トレンダーズ
6070,P: キャリアリンク
6071,P: IBJ
6072,G: 地盤ネットホールディングス
6073,P: アサンテ
6074,S: ジェイエスエス
6078,P: バリューHR
6080,P: M＆Aキャピタルパートナーズ
6081,G: アライドアーキテクツ
6082,S: ライドオンエクスプレスホールディングス
6083,S: ERIホールディングス
6085,G: アーキテクツ・スタジオ・ジャパン
6086,G: シンメンテホールディングス
6087,S: アビスト
6088,P: シグマクシス・ホールディングス
6089,P: ウィルグループ
6090,G: ヒューマン・メタボローム・テクノロジーズ
6091,S: ウエスコホールディングス
6092,S: エンバイオ・ホールディングス
6093,S: エスクロー・エージェント・ジャパン
6094,G: フリークアウト・ホールディングス
6095,P: メドピア
6096,S: レアジョブ
6098,P: リクルートホールディングス
6099,P: エラン
6101,P: ツガミ
6103,P: オークマ
6104,P: 芝浦機械
6113,P: アマダ
6118,P: アイダエンジニアリング
6125,S: 岡本工作機械製作所
6131,S: 浜井産業
6134,P: FUJI
6135,P: 牧野フライス製作所
6136,P: オーエスジー
6137,S: 小池酸素工業
6138,S: ダイジェット工業
6140,P: 旭ダイヤモンド工業
6141,P: DMG森精機
6143,P: ソディック
6144,S: 西部電機
6145,S: NITTOKU
6146,P: ディスコ
6147,S: ヤマザキ
6149,S: 小田原エンジニアリング
6150,S: タケダ機械
6151,P: 日東工器
6155,S: 高松機械工業
6156,S: エーワン精密
6157,P: 日進工具
6158,S: 和井田製作所
6159,S: ミクロン精密
6161,S: エスティック
6164,S: 太陽工機
6165,S: パンチ工業
6166,G: 中村超硬
6167,P: 冨士ダイス
6171,S: 土木管理総合試験所
6173,G: アクアライン
6176,G: ブランジスタ
6177,G: AppBank
6178,P: 日本郵政
6180,G: GMOメディア
6181,G: タメニー
6182,G: メタリアル
6183,P: ベルシステム24ホールディングス
6184,P: 鎌倉新書
6185,S: SMN
6186,S: 一蔵
6189,S: グローバルキッズCOMPANY
6190,G: フェニックスバイオ
6191,P: エアトリ
6193,G: バーチャレクス・ホールディングス
6194,P: アトラエ
6195,G: ホープ
6196,P: ストライク
6197,P: ソラスト
6198,G: キャリア
6199,S: セラク
6200,P: インソース
6201,P: 豊田自動織機
6203,S: 豊和工業
6208,S: 石川製作所
6209,P: リケンNPR
6210,S: 東洋機械金属
6217,S: 津田駒工業
6218,S: エンシュウ
6222,P: 島精機製作所
6223,S: 西部技研
6224,G: JRC
6226,S: 守谷輸送機工業
6227,S: AIメカテック
6228,S: ジェイ・イー・ティ
6229,S: オーケーエム
6230,S: SANEI
6231,S: 木村工機
6232,G: ACSL
6233,S: KLASS
6235,P: オプトラン
6237,P: イワキポンプ
6238,P: フリュー
6239,S: ナガオカ
6240,P: ヤマシンフィルタ
6245,S: ヒラノテクシード
